City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Date
228,San Patricio,28.017,-97.5169,75.88,81,96,2.89,US,overcast clouds,2021-11-22 02:51:57
229,Itajobi,-21.3181,-49.0544,77.79,66,20,8.81,BR,few clouds,2021-11-22 02:57:47
230,Mana,5.6592,-53.7767,78.12,87,9,8.23,GF,clear sky,2021-11-22 02:57:47
231,San Andres,12.5847,-81.7006,82.42,78,75,10.36,CO,broken clouds,2021-11-22 02:57:48
232,Parana,-31.732,-60.5238,75.51,55,0,6.89,AR,clear sky,2021-11-22 02:57:48
233,Nome,64.5011,-165.4064,-6.47,97,16,5.86,US,few clouds,2021-11-22 02:57:49
234,Port Macquarie,-31.4333,152.9167,68.9,100,75,12.66,AU,broken clouds,2021-11-22 02:55:13
235,Ponta Do Sol,32.6667,-17.1,69.01,80,17,6.62,PT,few clouds,2021-11-22 02:57:49
236,Margate,51.3813,1.3862,47.7,74,17,8.01,GB,moderate rain,2021-11-22 02:57:50
237,Ostrovnoy,68.0531,39.5131,28.71,64,100,28.61,RU,light snow,2021-11-22 02:57:50
238,La Ciotat,43.1748,5.6045,51.82,84,57,6.33,FR,broken clouds,2021-11-22 02:57:50
239,Oyama,36.3,139.8,58.82,79,100,2.84,JP,moderate rain,2021-11-22 02:57:51
240,Bethel,41.3712,-73.414,52.48,89,90,3.0,US,overcast clouds,2021-11-22 02:57:51
241,Itarema,-2.9248,-39.9167,78.8,81,34,11.77,BR,scattered clouds,2021-11-22 02:57:52
242,San Ramon De La Nueva Oran,-23.1322,-64.326,75.6,51,86,1.88,AR,overcast clouds,2021-11-22 02:57:52
243,Nago,26.5881,127.9761,75.36,76,55,13.27,JP,broken clouds,2021-11-22 02:57:53
244,Fort Morgan,40.2503,-103.8,39.85,45,40,5.75,US,scattered clouds,2021-11-22 02:57:53
245,Nioro,13.35,-15.75,77.31,34,85,1.92,GM,overcast clouds,2021-11-22 02:57:53
246,North Bend,43.4065,-124.2243,47.91,97,100,4.5,US,overcast clouds,2021-11-22 02:57:54
247,Cherskiy,68.75,161.3,-30.64,99,18,5.37,RU,few clouds,2021-11-22 02:57:54
248,Pinar Del Rio,22.4175,-83.6981,73.0,90,14,2.13,CU,few clouds,2021-11-22 02:57:54
249,Acajutla,13.5928,-89.8275,79.34,74,77,5.95,SV,broken clouds,2021-11-22 02:57:55
250,Luanda,-8.8368,13.2343,77.0,83,75,5.75,AO,broken clouds,2021-11-22 02:57:55
251,Pangai,-19.8,-174.35,84.31,70,20,8.05,TO,few clouds,2021-11-22 02:57:56
252,Boende,-0.2167,20.8667,70.74,99,100,2.15,CD,light rain,2021-11-22 02:57:56
253,Roros,62.5747,11.3842,22.84,80,90,1.14,NO,light shower snow,2021-11-22 02:57:56
254,Labuhan,-6.8844,112.2051,86.31,68,75,2.51,ID,broken clouds,2021-11-22 02:57:57
255,Wanaraja,-7.1749,107.9808,82.26,63,79,1.61,ID,broken clouds,2021-11-22 02:57:57
256,Saint George,37.1041,-113.5841,56.25,32,0,1.01,US,clear sky,2021-11-22 02:57:03
257,Yumen,40.2833,97.2,30.33,33,0,12.93,CN,clear sky,2021-11-22 02:57:58
258,Iqaluit,63.7506,-68.5145,13.73,85,90,5.75,CA,light snow,2021-11-22 02:57:10
259,Samarai,-10.6167,150.6667,84.78,73,49,15.61,PG,scattered clouds,2021-11-22 02:57:59
260,Tilichiki,60.4667,166.1,-0.08,93,42,12.66,RU,scattered clouds,2021-11-22 02:57:59
261,Bilibino,68.0546,166.4372,-19.12,86,4,3.56,RU,clear sky,2021-11-22 02:58:00
262,Gamba,-2.65,10.0,77.77,92,100,5.64,GA,light rain,2021-11-22 02:54:18
263,Zafra,38.4167,-6.4167,50.32,91,51,3.76,ES,broken clouds,2021-11-22 02:58:00
264,Bilma,18.6853,12.9164,73.4,24,3,8.43,NE,clear sky,2021-11-22 02:58:01
265,Tura,25.5198,90.2201,71.56,63,5,2.04,IN,clear sky,2021-11-22 02:58:01
266,Skibbereen,51.55,-9.2667,39.0,81,10,9.71,IE,clear sky,2021-11-22 02:58:01
267,Tuatapere,-46.1333,167.6833,51.15,92,100,4.21,NZ,overcast clouds,2021-11-22 02:58:02
268,Aykhal,66.0,111.5,-10.39,98,100,3.15,RU,overcast clouds,2021-11-22 02:58:02
269,Upata,8.0086,-62.3989,72.19,96,92,2.37,VE,overcast clouds,2021-11-22 02:58:03
270,Salekhard,66.53,66.6019,11.03,94,100,16.26,RU,overcast clouds,2021-11-22 02:58:03
271,Carnarvon,-24.8667,113.6333,75.27,43,0,19.57,AU,clear sky,2021-11-22 02:58:04
272,Mount Hagen,-5.8581,144.2274,74.16,57,40,4.61,PG,haze,2021-11-22 02:58:04
273,Lagoa,39.05,-27.9833,63.61,86,72,26.89,PT,broken clouds,2021-11-22 02:58:05
274,Vila Velha,-20.3297,-40.2925,66.15,96,90,2.3,BR,overcast clouds,2021-11-22 02:59:05
275,Shingu,33.7333,135.9833,68.99,93,100,15.57,JP,moderate rain,2021-11-22 02:59:05
276,Caconda,-13.7333,15.0667,61.38,91,100,2.37,AO,overcast clouds,2021-11-22 02:59:06
277,Saint-Pierre,-21.3393,55.4781,78.44,60,0,6.91,RE,clear sky,2021-11-22 02:59:06
278,Yantal,56.8471,105.2542,10.87,89,100,6.06,RU,overcast clouds,2021-11-22 02:59:07
279,Havelock,34.8791,-76.9013,57.18,71,100,3.8,US,overcast clouds,2021-11-22 02:56:56
280,Porto Novo,6.4965,2.6036,82.22,88,11,4.07,BJ,light rain,2021-11-22 02:59:07
281,Umm Lajj,25.0213,37.2685,69.69,51,0,10.02,SA,clear sky,2021-11-22 02:59:08
282,Hasaki,35.7333,140.8333,59.4,86,100,29.44,JP,light rain,2021-11-22 02:59:08
283,Los Llanos De Aridane,28.6585,-17.9182,65.95,83,0,8.99,ES,clear sky,2021-11-22 02:59:08
284,Ribeira Grande,38.5167,-28.7,65.05,85,99,24.72,PT,overcast clouds,2021-11-22 02:59:09
285,Airai,-8.9266,125.4092,77.38,50,100,1.79,TL,overcast clouds,2021-11-22 02:59:09
286,Touros,-5.1989,-35.4608,81.5,74,41,11.83,BR,scattered clouds,2021-11-22 02:59:10
287,Itaituba,-4.2761,-55.9836,75.4,94,97,0.34,BR,overcast clouds,2021-11-22 02:59:10
288,Husavik,66.0449,-17.3389,44.51,82,60,12.28,IS,broken clouds,2021-11-22 02:59:10
289,Peskovka,59.0448,52.3606,20.21,95,96,6.76,RU,overcast clouds,2021-11-22 02:59:11
290,Isangel,-19.55,169.2667,81.72,73,76,8.3,VU,broken clouds,2021-11-22 02:59:11
291,Gao,16.6362,1.637,72.57,23,5,11.3,ML,clear sky,2021-11-22 02:59:11
292,Gizo,-8.103,156.8419,85.39,68,43,7.67,SB,light rain,2021-11-22 02:59:12
293,Kysyl-Syr,63.8986,122.7617,-24.61,97,86,3.47,RU,overcast clouds,2021-11-22 02:59:13
294,Blairmore,49.6,-114.4353,38.32,51,100,16.11,CA,overcast clouds,2021-11-22 02:59:13
295,Impfondo,1.6381,18.0667,69.85,94,100,1.39,CG,overcast clouds,2021-11-22 02:59:13
296,Liverpool,53.4106,-2.9779,38.82,88,3,5.75,GB,clear sky,2021-11-22 02:59:14
297,Cumra,37.5732,32.7745,39.51,78,0,2.39,TR,clear sky,2021-11-22 02:59:14
298,Salalah,17.0151,54.0924,74.8,43,100,6.35,OM,overcast clouds,2021-11-22 02:59:15
299,Xinan,26.72,119.8556,57.02,85,100,6.71,CN,overcast clouds,2021-11-22 02:59:15
300,Avera,33.194,-82.5271,55.06,78,100,3.76,US,overcast clouds,2021-11-22 02:59:15
301,Mirador,-6.3708,-44.3631,74.23,83,41,1.68,BR,scattered clouds,2021-11-22 02:59:16
302,Bengkulu,-3.8004,102.2655,84.43,66,95,4.0,ID,overcast clouds,2021-11-22 02:59:16
303,Nara,34.6851,135.8049,61.88,92,100,3.71,JP,light rain,2021-11-22 02:59:17
304,Coquimbo,-29.9533,-71.3436,56.93,94,90,5.75,CL,overcast clouds,2021-11-22 02:59:17
305,Kaeng Khoi,14.5862,100.9976,91.17,62,6,5.53,TH,clear sky,2021-11-22 02:59:17
306,Singleton,-32.5667,151.1833,71.78,79,100,11.99,AU,overcast clouds,2021-11-22 02:59:18
307,Praia,14.9215,-23.5087,79.34,65,0,18.41,CV,clear sky,2021-11-22 02:59:18
308,Aguimes,27.9054,-15.4461,64.65,76,0,4.61,ES,clear sky,2021-11-22 02:59:18
309,Almeirim,-1.5233,-52.5817,74.25,97,99,2.8,BR,overcast clouds,2021-11-22 02:59:19
310,New Ulm,44.3125,-94.4605,23.32,62,1,11.5,US,clear sky,2021-11-22 02:59:19
311,Bouna,9.2667,-3.0,74.01,41,4,1.86,CI,clear sky,2021-11-22 02:59:20
312,Altay,47.8667,88.1167,21.18,56,93,6.24,CN,overcast clouds,2021-11-22 02:59:20
313,Bagaces,10.5271,-85.2548,75.13,89,7,5.59,CR,clear sky,2021-11-22 02:59:20
314,Panorama,40.5878,23.0315,51.69,86,40,1.01,GR,scattered clouds,2021-11-22 02:59:21
315,Buala,-8.145,159.5921,86.97,65,12,5.39,SB,light rain,2021-11-22 02:59:21
316,Ushtobe,45.2514,77.9838,36.16,47,100,8.32,KZ,overcast clouds,2021-11-22 02:59:22
317,Nigde,37.8333,34.75,36.09,83,11,4.07,TR,few clouds,2021-11-22 02:59:22
318,Pangody,65.85,74.4859,18.48,94,100,18.03,RU,light snow,2021-11-22 02:59:23
319,Vallenar,-28.5708,-70.7581,69.08,41,11,1.81,CL,few clouds,2021-11-22 02:59:23
320,Rio Gallegos,-51.6226,-69.2181,44.65,45,75,23.02,AR,broken clouds,2021-11-22 02:59:24
321,Aklavik,68.2191,-135.0107,-7.28,98,100,7.81,CA,overcast clouds,2021-11-22 03:00:24
322,Hobyo,5.3505,48.5268,79.02,68,84,13.44,SO,broken clouds,2021-11-22 03:00:25
323,Maliq,40.7058,20.6997,42.69,94,35,3.78,AL,scattered clouds,2021-11-22 03:00:25
324,Wanning,18.8003,110.3967,81.81,70,1,7.9,CN,clear sky,2021-11-22 03:00:26
325,Santa Cruz De Tenerife,28.4682,-16.2546,74.59,75,0,1.01,ES,clear sky,2021-11-22 03:00:27
326,Kruisfontein,-34.0033,24.7314,64.89,98,98,3.11,ZA,light rain,2021-11-22 03:00:27
327,Bombay,19.0144,72.8479,80.58,89,75,3.44,IN,haze,2021-11-22 02:58:18
328,Jackson,42.4165,-122.8345,42.8,84,99,3.62,US,overcast clouds,2021-11-22 03:00:29
329,San Jose De Guanipa,8.8872,-64.1651,74.82,85,95,7.72,VE,overcast clouds,2021-11-22 03:00:29
330,Sao Bernardo,-3.3614,-42.4178,77.76,80,67,4.03,BR,broken clouds,2021-11-22 03:00:30
331,Pevek,69.7008,170.3133,-20.07,99,21,3.87,RU,few clouds,2021-11-22 03:00:30
332,Rupert,42.6191,-113.6772,33.66,48,83,4.12,US,broken clouds,2021-11-22 03:00:30
333,Mantua,45.1667,10.7833,49.44,91,100,5.88,IT,overcast clouds,2021-11-22 03:00:31
334,Zheshart,62.0731,49.5733,17.29,97,98,4.74,RU,overcast clouds,2021-11-22 03:00:31
335,Sobolevo,54.4299,31.8996,32.38,80,94,11.07,RU,overcast clouds,2021-11-22 03:00:32
336,Rawson,-43.3002,-65.1023,66.4,44,80,28.19,AR,broken clouds,2021-11-22 02:56:07
337,Oranjemund,-28.55,16.4333,62.65,82,100,6.42,NA,overcast clouds,2021-11-22 03:00:33
338,Dunedin,-45.8742,170.5036,52.66,81,100,5.01,NZ,overcast clouds,2021-11-22 03:00:33
339,Sibolga,1.7427,98.7792,77.47,88,100,2.75,ID,overcast clouds,2021-11-22 03:00:34
340,Mao,39.8885,4.2658,52.36,93,0,5.75,ES,clear sky,2021-11-22 02:59:57
341,Bayir,37.2687,28.2167,37.92,81,0,3.58,TR,clear sky,2021-11-22 03:00:35
342,Ahipara,-35.1667,173.1667,67.91,83,100,4.74,NZ,overcast clouds,2021-11-22 03:00:35
343,Tchaourou,8.8865,2.5975,75.43,73,45,4.38,BJ,scattered clouds,2021-11-22 03:00:35
344,Buta,2.7858,24.73,69.21,99,100,0.96,CD,overcast clouds,2021-11-22 03:00:36
345,Bukavu,-2.5083,28.8608,59.29,92,70,2.82,CD,broken clouds,2021-11-22 03:00:37
346,Cabedelo,-6.9811,-34.8339,79.38,76,20,11.63,BR,few clouds,2021-11-22 03:00:38
347,Mar Del Plata,-38.0023,-57.5575,64.09,82,0,1.01,AR,clear sky,2021-11-22 02:55:56
348,Pavilosta,56.8879,21.1859,28.35,65,62,8.66,LV,broken clouds,2021-11-22 03:00:38
349,Enshi,30.3,109.4833,51.04,78,99,1.81,CN,overcast clouds,2021-11-22 03:00:39
350,Manokwari,-0.8667,134.0833,85.59,65,64,6.89,ID,broken clouds,2021-11-22 03:00:39
351,Roma,43.2128,-75.4557,46.26,85,90,5.75,US,light rain,2021-11-22 03:00:41
352,Derzhavinsk,51.1,66.3167,27.45,84,100,28.68,KZ,overcast clouds,2021-11-22 03:00:41
353,Ziniare,12.5822,-1.2983,75.38,19,38,7.34,BF,scattered clouds,2021-11-22 03:00:41
354,Sterling,39.0062,-77.4286,52.21,66,90,10.0,US,overcast clouds,2021-11-22 02:56:16
355,Montanha,-18.1269,-40.3633,64.63,91,100,8.23,BR,overcast clouds,2021-11-22 03:00:42
356,Qaqortoq,60.7167,-46.0333,34.3,99,98,4.65,GL,overcast clouds,2021-11-22 03:00:43
357,East London,-33.0153,27.9116,68.86,84,100,18.07,ZA,light rain,2021-11-22 03:00:43
358,Kavieng,-2.5744,150.7967,85.57,70,99,10.33,PG,overcast clouds,2021-11-22 03:00:44
359,Peterhead,57.5058,-1.7981,41.4,81,39,17.6,GB,scattered clouds,2021-11-22 03:00:44
360,Alice Springs,-23.7,133.8833,85.55,25,85,13.8,AU,overcast clouds,2021-11-22 03:00:45
361,Chabahar,25.2919,60.643,74.73,37,19,2.06,IR,few clouds,2021-11-22 03:00:46
362,Baghdad,33.3406,44.4009,51.71,66,0,4.61,IQ,clear sky,2021-11-22 02:59:26
363,Doka,13.5167,35.7667,70.45,23,9,11.1,SD,clear sky,2021-11-22 03:00:48
364,Springbok,-29.6643,17.8865,48.38,90,5,4.5,ZA,clear sky,2021-11-22 03:01:49
365,Colac,-38.3333,143.5833,71.15,41,40,7.09,AU,scattered clouds,2021-11-22 03:01:49
366,Biloela,-24.4167,150.5,65.12,92,98,21.34,AU,moderate rain,2021-11-22 03:01:50
367,Mitikas,38.6699,20.9466,57.18,84,55,6.22,GR,broken clouds,2021-11-22 03:01:50
368,Atambua,-9.1061,124.8925,86.04,60,85,3.04,ID,overcast clouds,2021-11-22 03:01:51
369,Severo-Kurilsk,50.6789,156.125,38.12,86,34,11.43,RU,scattered clouds,2021-11-22 03:01:51
370,Neiafu,-18.65,-173.9833,80.65,75,22,11.1,TO,few clouds,2021-11-22 03:01:13
371,Mildura,-34.2,142.15,84.07,37,86,11.83,AU,overcast clouds,2021-11-22 03:00:05
372,Kiunga,-6.1219,141.2906,89.82,58,99,3.33,PG,overcast clouds,2021-11-22 03:01:56
373,Shelburne,44.0787,-80.2041,39.56,97,100,21.07,CA,overcast clouds,2021-11-22 03:01:57
374,Quesnel,52.9999,-122.5029,38.84,78,100,10.76,CA,overcast clouds,2021-11-22 03:01:57
375,Kawalu,-7.3817,108.2082,86.13,68,68,2.33,ID,broken clouds,2021-11-22 03:01:58
376,Taoudenni,22.6783,-3.9836,75.96,30,69,4.99,ML,broken clouds,2021-11-22 03:01:58
377,Tagusao,9.1924,117.8141,84.92,71,36,3.58,PH,scattered clouds,2021-11-22 03:01:59
378,Skole,49.0372,23.5135,41.29,84,98,2.24,UA,overcast clouds,2021-11-22 03:01:59
379,Iguape,-24.7081,-47.5553,61.34,89,34,4.0,BR,scattered clouds,2021-11-22 03:02:00
380,Chililabombwe,-12.3648,27.8229,64.96,86,100,3.29,ZM,overcast clouds,2021-11-22 03:02:00
381,Saint-Joseph,-21.3667,55.6167,77.36,69,8,1.12,RE,clear sky,2021-11-22 03:02:01
382,Baiyin,36.5583,104.2081,29.59,41,0,3.4,CN,clear sky,2021-11-22 03:02:01
383,Najran,17.4924,44.1277,63.12,42,63,1.9,SA,broken clouds,2021-11-22 03:02:02
384,Kerouane,9.2667,-9.0167,69.55,40,21,1.88,GN,few clouds,2021-11-22 03:02:02
385,Svetlaya,46.5389,138.3297,34.77,99,100,19.8,RU,moderate rain,2021-11-22 03:02:03
386,Iralaya,15.0,-83.2333,76.91,87,86,7.09,HN,overcast clouds,2021-11-22 03:02:04
387,Pangnirtung,66.1451,-65.7125,9.36,75,99,5.91,CA,overcast clouds,2021-11-22 03:02:06
388,Juybar,36.6412,52.9124,51.87,81,2,4.29,IR,clear sky,2021-11-22 03:02:06
389,Santa Isabel Do Rio Negro,-0.4139,-65.0192,72.37,98,99,2.28,BR,overcast clouds,2021-11-22 03:02:09
390,Fengzhen,40.4394,113.1536,14.52,43,0,10.47,CN,clear sky,2021-11-22 03:02:11
391,Kurumkan,54.3,110.3,1.81,86,76,1.86,RU,broken clouds,2021-11-22 03:02:12
392,Dongli,23.5656,116.8194,70.29,54,88,9.89,CN,overcast clouds,2021-11-22 03:02:12
393,Atbasar,51.8,68.3333,29.62,92,100,25.64,KZ,light snow,2021-11-22 03:02:13
394,Birao,10.2849,22.7882,70.3,25,99,9.4,CF,overcast clouds,2021-11-22 03:02:14
395,Knokke-Heist,51.3333,3.3333,46.02,78,35,7.0,BE,scattered clouds,2021-11-22 03:02:15
396,Alekseyevsk,57.8406,108.3492,2.68,83,99,2.86,RU,overcast clouds,2021-11-22 03:02:16
397,Quballat,36.5418,9.6633,55.62,71,0,4.52,TN,clear sky,2021-11-22 03:02:16
398,Nabire,-3.3667,135.4833,87.22,63,54,5.41,ID,broken clouds,2021-11-22 03:02:18
399,Slavutych,51.5196,30.7343,42.21,73,42,5.99,UA,scattered clouds,2021-11-22 03:02:18
400,Torbay,47.6666,-52.7314,28.76,85,83,5.3,CA,broken clouds,2021-11-22 03:02:19
401,Port Blair,11.6667,92.75,84.33,76,10,12.46,IN,clear sky,2021-11-22 03:02:19
402,Kannangad,12.3081,75.1063,78.13,84,15,2.66,IN,few clouds,2021-11-22 03:02:19
403,Duki,30.1541,68.5728,53.6,17,0,5.19,PK,clear sky,2021-11-22 03:02:20
404,Lompoc,34.6391,-120.4579,70.12,53,0,5.3,US,clear sky,2021-11-22 02:58:36
405,Grande Prairie,55.1667,-118.8027,34.79,99,100,4.79,CA,moderate rain,2021-11-22 03:02:21
406,Jining,35.405,116.5814,39.65,25,0,14.63,CN,clear sky,2021-11-22 03:01:16
407,Stillwater,36.1156,-97.0584,48.56,54,1,6.91,US,clear sky,2021-11-22 03:00:10
408,Ouesso,1.6136,16.0517,68.16,97,97,0.96,CG,overcast clouds,2021-11-22 03:02:23
409,Mahibadhoo,3.7833,72.9667,81.61,77,18,12.97,MV,few clouds,2021-11-22 03:02:23
410,Fuzhou,26.0614,119.3061,59.74,94,100,3.13,CN,overcast clouds,2021-11-22 03:02:24
411,Port Lincoln,-34.7333,135.8667,65.44,64,98,11.92,AU,overcast clouds,2021-11-22 03:01:35
412,Havoysund,70.9963,24.6622,23.88,90,100,14.7,NO,snow,2021-11-22 03:03:20
413,Mehamn,71.0357,27.8492,26.2,63,92,17.22,NO,overcast clouds,2021-11-22 03:03:25
414,Tomatlan,19.9333,-105.25,72.23,74,6,1.9,MX,clear sky,2021-11-22 03:03:25
415,Mogadishu,2.0371,45.3438,78.3,74,88,8.57,SO,overcast clouds,2021-11-22 03:03:26
416,Kulachi,31.9286,70.4592,65.12,14,0,8.34,PK,clear sky,2021-11-22 03:03:26
417,Kirakira,-10.4544,161.9205,85.62,67,33,6.2,SB,scattered clouds,2021-11-22 03:03:27
418,Uruacu,-14.5247,-49.1408,72.68,87,100,0.47,BR,overcast clouds,2021-11-22 03:01:54
419,Rocha,-34.4833,-54.3333,71.35,53,3,10.92,UY,clear sky,2021-11-22 03:01:09
420,Le Port,-20.9373,55.2919,78.76,77,23,1.01,RE,few clouds,2021-11-22 03:03:28
421,Vila Franca Do Campo,37.7167,-25.4333,64.81,88,83,12.19,PT,broken clouds,2021-11-22 03:00:42
422,Portsmouth,50.799,-1.0913,40.96,90,5,7.0,GB,clear sky,2021-11-22 03:02:02
423,Tromso,69.6496,18.957,26.62,80,90,1.99,NO,light shower snow,2021-11-22 03:03:29
424,Petropavlovsk-Kamchatskiy,53.0452,158.6483,37.99,56,20,17.9,RU,few clouds,2021-11-22 03:03:29
425,Aiquile,-18.2041,-65.1807,59.77,79,78,3.44,BO,broken clouds,2021-11-22 03:03:30
426,Sibu,2.3,111.8167,89.87,59,98,2.8,MY,overcast clouds,2021-11-22 03:03:30
427,Salinopolis,-0.6136,-47.3561,80.69,82,71,11.88,BR,broken clouds,2021-11-22 03:03:31
428,Gravdal,68.1214,13.5031,33.4,76,100,1.63,NO,overcast clouds,2021-11-22 03:03:31
429,Kwinana,-32.25,115.7667,70.3,67,97,17.31,AU,overcast clouds,2021-11-22 03:01:20
430,Araouane,18.9048,-3.5265,73.81,28,9,9.95,ML,clear sky,2021-11-22 03:03:33
431,Knysna,-34.0363,23.0471,66.58,95,96,3.74,ZA,light rain,2021-11-22 03:03:34
432,Rapar,23.5667,70.6333,78.58,64,38,6.67,IN,scattered clouds,2021-11-22 03:03:34
433,Muravlenko,63.7898,74.523,17.02,91,100,15.01,RU,overcast clouds,2021-11-22 03:03:34
434,Saldanha,-33.0117,17.9442,61.59,90,0,12.03,ZA,clear sky,2021-11-22 03:03:35
435,Kudymkar,59.0173,54.656,19.27,92,87,9.24,RU,overcast clouds,2021-11-22 03:03:35
436,Angoram,-4.0625,144.0661,91.74,54,51,1.59,PG,broken clouds,2021-11-22 03:03:36
437,Terra Santa,-2.1042,-56.4869,75.69,90,99,2.93,BR,overcast clouds,2021-11-22 03:03:36
438,Pokhara,28.2333,83.9833,64.4,52,21,2.33,NP,few clouds,2021-11-22 03:00:07
439,Solwezi,-12.1688,26.3894,62.56,97,100,2.98,ZM,light rain,2021-11-22 03:02:14
440,Maniitsoq,65.4167,-52.9,24.03,76,85,9.42,GL,overcast clouds,2021-11-22 03:03:38
441,Kungurtug,50.5994,97.5228,8.73,67,56,1.57,RU,broken clouds,2021-11-22 03:03:39
442,Yulara,-25.2406,130.9889,86.77,24,100,15.26,AU,overcast clouds,2021-11-22 03:03:39
443,Tessalit,20.1986,1.0114,67.91,30,1,8.41,ML,clear sky,2021-11-22 03:03:40
444,Kasangulu,-4.5911,15.1708,70.36,96,100,2.59,CD,overcast clouds,2021-11-22 03:03:40
445,Fontaine,45.1984,5.6827,46.78,89,100,2.71,FR,overcast clouds,2021-11-22 03:03:41
446,Prince Rupert,54.3161,-130.3201,44.69,93,90,17.27,CA,heavy intensity rain,2021-11-22 03:03:41
447,Usinsk,65.9939,57.5281,4.48,93,89,9.6,RU,overcast clouds,2021-11-22 03:03:41
448,Aswan,24.0934,32.907,61.74,51,0,7.63,EG,clear sky,2021-11-22 03:03:42
449,Coos Bay,43.3665,-124.2179,49.93,92,1,4.61,US,clear sky,2021-11-22 03:03:42
450,Srednekolymsk,67.45,153.6833,-23.76,100,100,0.54,RU,overcast clouds,2021-11-22 03:02:07
451,Arroyo,41.6096,-4.7969,50.18,80,40,2.3,ES,scattered clouds,2021-11-22 03:03:43
452,Tricase,39.9304,18.3553,55.31,81,96,18.84,IT,overcast clouds,2021-11-22 03:03:43
453,Miri,4.4148,114.0089,87.24,60,72,1.83,MY,broken clouds,2021-11-22 03:03:44
454,Kahului,20.8947,-156.47,83.46,71,40,20.71,US,scattered clouds,2021-11-22 03:03:44
455,Gagra,43.3283,40.2239,45.52,67,9,6.35,GE,clear sky,2021-11-22 03:04:45
456,Leeton,-34.5667,146.4,79.9,34,35,13.09,AU,scattered clouds,2021-11-22 03:04:44
457,Pacific Grove,36.6177,-121.9166,64.08,59,1,1.99,US,clear sky,2021-11-22 03:04:45
